Pathway identifier,Pathway name,#Entities found,#Entities total,Entities ratio,Entities pValue,Entities FDR,#Reactions found,#Reactions total,Reactions ratio,Species identifier,Species name,Submitted entities found,Mapped entities,Found reaction identifiers
R-HSA-69306,"DNA Replication",3,169,0.011089238845144357,0.27709231077557395,0.5372169814016441,10,58,0.004098650272065578,9606,Homo sapiens,"FOSB;MCM10;H3C6","","R-HSA-68960;R-HSA-68914;R-HSA-68917;R-HSA-68916;R-HSA-68919;R-HSA-68918;R-HSA-9749197;R-HSA-176942;R-HSA-68940;R-HSA-9749098"
R-HSA-6783589,"Interleukin-6 family signaling",1,30,0.001968503937007874,0.2775616980770528,0.5372169814016441,24,34,0.0024026570560384424,9606,Homo sapiens,"JAK1","","R-HSA-1112690;R-HSA-6783524;R-HSA-6783556;R-HSA-1112755;R-HSA-1112565;R-HSA-6783681;R-HSA-1112727;R-HSA-6783552;R-HSA-1112602;R-HSA-6784204;R-HSA-1112604;R-HSA-6783530;R-HSA-1067646;R-HSA-1112510;R-HSA-1112703;R-HSA-1112514;R-HSA-448660;R-HSA-1067651;R-HSA-1112708;R-HSA-5696482;R-HSA-1067688;R-HSA-6784189;R-HSA-1067659;R-HSA-449976"
R-HSA-3214842,"HDMs demethylate histones",1,31,0.0020341207349081365,0.2853566991958213,0.5372169814016441,14,17,0.0012013285280192212,9606,Homo sapiens,"H3C6","","R-HSA-4754187;R-HSA-4754176;R-HSA-5661116;R-HSA-5661114;R-HSA-5661115;R-HSA-4754181;R-HSA-3214912;R-HSA-4724284;R-HSA-5661122;R-HSA-5661123;R-HSA-5661120;R-HSA-5661121;R-HSA-4722133;R-HSA-4724279"
R-HSA-203927,"MicroRNA (miRNA) biogenesis",1,31,0.0020341207349081365,0.2853566991958213,0.5372169814016441,1,8,5.653310720090453E-4,9606,Homo sapiens,"POLR2E","","R-HSA-203901"
R-HSA-400685,"Sema4D in semaphorin signaling",1,31,0.0020341207349081365,0.2853566991958213,0.5372169814016441,1,13,9.186629920146986E-4,9606,Homo sapiens,"MYH10","","R-HSA-419197"
R-HSA-5601884,"PIWI-interacting RNA (piRNA) biogenesis",1,31,0.0020341207349081365,0.2853566991958213,0.5372169814016441,1,15,0.00105999576001696,9606,Homo sapiens,"POLR2E","","R-HSA-5601926"
R-HSA-425410,"Metal ion SLC transporters",1,31,0.0020341207349081365,0.2853566991958213,0.5372169814016441,1,20,0.0014133276800226133,9606,Homo sapiens,"JAK1","","R-HSA-442387"
R-HSA-1660514,"Synthesis of PIPs at the Golgi membrane",1,32,0.002099737532808399,0.29306809768632036,0.5372169814016441,2,11,7.773302240124373E-4,9606,Homo sapiens,"SACM1L","","R-HSA-1676114;R-HSA-1676133"
R-HSA-167243,"Tat-mediated HIV elongation arrest and recovery",1,33,0.0021653543307086614,0.3006967847909885,0.5372169814016441,3,3,2.1199915200339198E-4,9606,Homo sapiens,"POLR2E","","R-HSA-167090;R-HSA-167459;R-HSA-167148"
R-HSA-167238,"Pausing and recovery of Tat-mediated HIV elongation",1,33,0.0021653543307086614,0.3006967847909885,0.5372169814016441,2,2,1.4133276800226132E-4,9606,Homo sapiens,"POLR2E","","R-HSA-167076;R-HSA-167150"
R-HSA-3928663,"EPHA-mediated growth cone collapse",1,33,0.0021653543307086614,0.3006967847909885,0.5372169814016441,1,4,2.8266553600452265E-4,9606,Homo sapiens,"MYH10","","R-HSA-3928616"
R-HSA-5357956,"TNFR1-induced NFkappaB signaling pathway",1,33,0.0021653543307086614,0.3006967847909885,0.5372169814016441,1,5,3.5333192000565333E-4,9606,Homo sapiens,"OPTN","","R-HSA-5357776"
R-HSA-4839726,"Chromatin organization",4,258,0.016929133858267716,0.3061739707381761,0.5372169814016441,53,85,0.006006642640096106,9606,Homo sapiens,"SETD1A;H3C6","","R-HSA-5159245;R-HSA-5205824;R-HSA-5144542;R-HSA-5661122;R-HSA-5661123;R-HSA-5661120;R-HSA-5661121;R-HSA-5229010;R-HSA-4722133;R-HSA-5634802;R-HSA-5638141;R-HSA-5649764;R-HSA-3697920;R-HSA-4827383;R-HSA-4827382;R-HSA-3318413;R-HSA-4754187;R-HSA-5244692;R-HSA-3782655;R-HSA-3301237;R-HSA-5218952;R-HSA-3662335;R-HSA-3697008;R-HSA-4754176;R-HSA-8865613;R-HSA-4754181;R-HSA-5225602;R-HSA-3777129;R-HSA-5649799;R-HSA-3301345;R-HSA-3782637;R-HSA-5638157;R-HSA-5649802;R-HSA-3769447;R-HSA-5649800;R-HSA-5649801;R-HSA-3247569;R-HSA-5637686;R-HSA-3318486;R-HSA-5205799;R-HSA-5661116;R-HSA-5638332;R-HSA-5634750;R-HSA-5638333;R-HSA-5661117;R-HSA-5661114;R-HSA-5661115;R-HSA-3214912;R-HSA-5205822;R-HSA-4724284;R-HSA-5634729;R-HSA-5225649;R-HSA-4724279"
R-HSA-3247509,"Chromatin modifying enzymes",4,258,0.016929133858267716,0.3061739707381761,0.5372169814016441,53,85,0.006006642640096106,9606,Homo sapiens,"SETD1A;H3C6","","R-HSA-5159245;R-HSA-5205824;R-HSA-5144542;R-HSA-5661122;R-HSA-5661123;R-HSA-5661120;R-HSA-5661121;R-HSA-5229010;R-HSA-4722133;R-HSA-5634802;R-HSA-5638141;R-HSA-5649764;R-HSA-3697920;R-HSA-4827383;R-HSA-4827382;R-HSA-3318413;R-HSA-4754187;R-HSA-5244692;R-HSA-3782655;R-HSA-3301237;R-HSA-5218952;R-HSA-3662335;R-HSA-3697008;R-HSA-4754176;R-HSA-8865613;R-HSA-4754181;R-HSA-5225602;R-HSA-3777129;R-HSA-5649799;R-HSA-3301345;R-HSA-3782637;R-HSA-5638157;R-HSA-5649802;R-HSA-3769447;R-HSA-5649800;R-HSA-5649801;R-HSA-3247569;R-HSA-5637686;R-HSA-3318486;R-HSA-5205799;R-HSA-5661116;R-HSA-5638332;R-HSA-5634750;R-HSA-5638333;R-HSA-5661117;R-HSA-5661114;R-HSA-5661115;R-HSA-3214912;R-HSA-5205822;R-HSA-4724284;R-HSA-5634729;R-HSA-5225649;R-HSA-4724279"
R-HSA-167158,"Formation of the HIV-1 Early Elongation Complex",1,34,0.002230971128608924,0.3082436423089192,0.5372169814016441,5,5,3.5333192000565333E-4,9606,Homo sapiens,"POLR2E","","R-HSA-167072;R-HSA-167089;R-HSA-167478;R-HSA-167083;R-HSA-167085"
R-HSA-167287,"HIV elongation arrest and recovery",1,34,0.002230971128608924,0.3082436423089192,0.5372169814016441,3,3,2.1199915200339198E-4,9606,Homo sapiens,"POLR2E","","R-HSA-167284;R-HSA-167288;R-HSA-167481"
R-HSA-113418,"Formation of the Early Elongation Complex",1,34,0.002230971128608924,0.3082436423089192,0.5372169814016441,3,3,2.1199915200339198E-4,9606,Homo sapiens,"POLR2E","","R-HSA-113402;R-HSA-113407;R-HSA-112383"
R-HSA-167290,"Pausing and recovery of HIV elongation",1,34,0.002230971128608924,0.3082436423089192,0.5372169814016441,2,2,1.4133276800226132E-4,9606,Homo sapiens,"POLR2E","","R-HSA-167282;R-HSA-167292"
R-HSA-73728,"RNA Polymerase I Promoter Opening",1,34,0.002230971128608924,0.3082436423089192,0.5372169814016441,1,2,1.4133276800226132E-4,9606,Homo sapiens,"H3C6","","R-HSA-73718"
R-HSA-72086,"mRNA Capping",1,35,0.0022965879265091863,0.3157095426952319,0.5372169814016441,10,11,7.773302240124373E-4,9606,Homo sapiens,"POLR2E","","R-HSA-77073;R-HSA-77090;R-HSA-77077;R-HSA-77095;R-HSA-77078;R-HSA-77081;R-HSA-77083;R-HSA-77069;R-HSA-77085;R-HSA-77068"
R-HSA-9674555,"Signaling by CSF3 (G-CSF)",1,35,0.0022965879265091863,0.3157095426952319,0.5372169814016441,15,21,0.001483994064023744,9606,Homo sapiens,"JAK1","","R-HSA-9674546;R-HSA-9677585;R-HSA-9705726;R-HSA-9674808;R-HSA-9674558;R-HSA-9705467;R-HSA-9674563;R-HSA-9674562;R-HSA-9674816;R-HSA-9676071;R-HSA-9674567;R-HSA-9705729;R-HSA-9677579;R-HSA-9707977;R-HSA-9705738"
R-HSA-5334118,"DNA methylation",1,36,0.002362204724409449,0.3230953491595193,0.5372169814016441,7,7,4.946646880079147E-4,9606,Homo sapiens,"H3C6","","R-HSA-5334097;R-HSA-5334160;R-HSA-5334099;R-HSA-5334179;R-HSA-5334164;R-HSA-5334151;R-HSA-5334152"
R-HSA-76046,"RNA Polymerase III Transcription Initiation",1,36,0.002362204724409449,0.3230953491595193,0.5372169814016441,6,13,9.186629920146986E-4,9606,Homo sapiens,"POLR2E","","R-HSA-112150;R-HSA-76056;R-HSA-112152;R-HSA-83803;R-HSA-83805;R-HSA-76060"
R-HSA-193807,"Synthesis of bile acids and bile salts via 27-hydroxycholesterol",1,36,0.002362204724409449,0.3230953491595193,0.5372169814016441,1,12,8.479966080135679E-4,9606,Homo sapiens,"HSD3B7","","R-HSA-193816"
R-HSA-5693568,"Resolution of D-loop Structures through Holliday Junction Intermediates",1,37,0.0024278215223097113,0.33040191576326194,0.5372169814016441,2,9,6.359974560101759E-4,9606,Homo sapiens,"SLX1A","","R-HSA-5693584;R-HSA-5686475"
R-HSA-5693537,"Resolution of D-Loop Structures",1,38,0.0024934383202099737,0.33763008751611134,0.5372169814016441,2,10,7.066638400113067E-4,9606,Homo sapiens,"SLX1A","","R-HSA-5693584;R-HSA-5686475"
R-HSA-69190,"DNA strand elongation",1,38,0.0024934383202099737,0.33763008751611134,0.5372169814016441,1,15,0.00105999576001696,9606,Homo sapiens,"FOSB","","R-HSA-176942"
R-HSA-1483255,"PI Metabolism",2,112,0.007349081364829396,0.3422032700134391,0.5372169814016441,4,89,0.006289308176100629,9606,Homo sapiens,"SACM1L;GDPD3","","R-HSA-1676124;R-HSA-1676114;R-HSA-1676133;R-HSA-6814778"
R-HSA-5083635,"Defective B3GALTL causes PpS",1,39,0.002559055118110236,0.34478070047129006,0.5372169814016441,1,1,7.066638400113066E-5,9606,Homo sapiens,"ADAMTSL1","","R-HSA-6785565"
R-HSA-5685938,"HDR through Single Strand Annealing (SSA)",1,39,0.002559055118110236,0.34478070047129006,0.5372169814016441,1,6,4.2399830400678397E-4,9606,Homo sapiens,"ERCC1","","R-HSA-5686657"
R-HSA-5696394,"DNA Damage Recognition in GG-NER",1,40,0.0026246719160104987,0.35185458181991847,0.5372169814016441,1,5,3.5333192000565333E-4,9606,Homo sapiens,"INO80E","","R-HSA-5691006"
R-HSA-68616,"Assembly of the ORC complex at the origin of replication",1,40,0.0026246719160104987,0.35185458181991847,0.5372169814016441,2,11,7.773302240124373E-4,9606,Homo sapiens,"H3C6","","R-HSA-9749197;R-HSA-9749098"
R-HSA-5617472,"Activation of anterior HOX genes in hindbrain development during early embryogenesis",2,116,0.007611548556430446,0.35782680891951446,0.5372169814016441,31,43,0.0030386545120486184,9606,Homo sapiens,"POLR2E;H3C6","","R-HSA-5617877;R-HSA-5617492;R-HSA-5617431;R-HSA-5621010;R-HSA-5617874;R-HSA-6810159;R-HSA-6810158;R-HSA-5617887;R-HSA-5617862;R-HSA-5617859;R-HSA-6810161;R-HSA-5617484;R-HSA-5617676;R-HSA-5693644;R-HSA-5617486;R-HSA-5617672;R-HSA-5617483;R-HSA-5617867;R-HSA-5621002;R-HSA-5617866;R-HSA-5617462;R-HSA-5617650;R-HSA-5617661;R-HSA-5617471;R-HSA-5617445;R-HSA-5617452;R-HSA-5617454;R-HSA-5617641;R-HSA-6810139;R-HSA-5617896;R-HSA-5617642"
R-HSA-5619507,"Activation of HOX genes during differentiation",2,116,0.007611548556430446,0.35782680891951446,0.5372169814016441,31,43,0.0030386545120486184,9606,Homo sapiens,"POLR2E;H3C6","","R-HSA-5617877;R-HSA-5617492;R-HSA-5617431;R-HSA-5621010;R-HSA-5617874;R-HSA-6810159;R-HSA-6810158;R-HSA-5617887;R-HSA-5617862;R-HSA-5617859;R-HSA-6810161;R-HSA-5617484;R-HSA-5617676;R-HSA-5693644;R-HSA-5617486;R-HSA-5617672;R-HSA-5617483;R-HSA-5617867;R-HSA-5621002;R-HSA-5617866;R-HSA-5617462;R-HSA-5617650;R-HSA-5617661;R-HSA-5617471;R-HSA-5617445;R-HSA-5617452;R-HSA-5617454;R-HSA-5617641;R-HSA-6810139;R-HSA-5617896;R-HSA-5617642"
R-HSA-5696400,"Dual Incision in GG-NER",1,41,0.002690288713910761,0.3588525499844266,0.5372169814016441,3,3,2.1199915200339198E-4,9606,Homo sapiens,"ERCC1","","R-HSA-5690213;R-HSA-5690990;R-HSA-5690988"
R-HSA-5173214,"O-glycosylation of TSR domain-containing proteins",1,41,0.002690288713910761,0.3588525499844266,0.5372169814016441,2,2,1.4133276800226132E-4,9606,Homo sapiens,"ADAMTSL1","","R-HSA-5173005;R-HSA-5173192"
R-HSA-2559583,"Cellular Senescence",3,200,0.013123359580052493,0.36827340187327495,0.5372169814016441,8,90,0.006359974560101759,9606,Homo sapiens,"H1-0;H1-3;H3C6","","R-HSA-3788745;R-HSA-3229089;R-HSA-3222593;R-HSA-3223200;R-HSA-3788748;R-HSA-3240295;R-HSA-4647594;R-HSA-3229102"
R-HSA-749476,"RNA Polymerase III Abortive And Retractive Initiation",1,43,0.002821522309711286,0.3726239771603852,0.5372169814016441,13,13,9.186629920146986E-4,9606,Homo sapiens,"POLR2E","","R-HSA-113442;R-HSA-113449;R-HSA-113705;R-HSA-113454;R-HSA-112149;R-HSA-112055;R-HSA-112150;R-HSA-112054;R-HSA-112153;R-HSA-112152;R-HSA-112155;R-HSA-112156;R-HSA-76060"
R-HSA-74158,"RNA Polymerase III Transcription",1,43,0.002821522309711286,0.3726239771603852,0.5372169814016441,18,25,0.0017666596000282665,9606,Homo sapiens,"POLR2E","","R-HSA-113442;R-HSA-113446;R-HSA-113449;R-HSA-113705;R-HSA-113451;R-HSA-113454;R-HSA-112149;R-HSA-112055;R-HSA-112150;R-HSA-112054;R-HSA-112153;R-HSA-76056;R-HSA-112152;R-HSA-83803;R-HSA-112155;R-HSA-83805;R-HSA-76060;R-HSA-112156"
R-HSA-1839126,"FGFR2 mutant receptor activation",1,43,0.002821522309711286,0.3726239771603852,0.5372169814016441,1,18,0.0012719949120203519,9606,Homo sapiens,"POLR2E","","R-HSA-8851710"
R-HSA-69205,"G1/S-Specific Transcription",1,43,0.002821522309711286,0.3726239771603852,0.5372169814016441,1,28,0.0019786587520316586,9606,Homo sapiens,"FOSB","","R-HSA-8961915"
R-HSA-211000,"Gene Silencing by RNA",2,120,0.007874015748031496,0.3733162543204558,0.5372169814016441,3,40,0.0028266553600452267,9606,Homo sapiens,"POLR2E;H3C6","","R-HSA-5601926;R-HSA-5578742;R-HSA-203901"
R-HSA-212300,"PRC2 methylates histones and DNA",1,44,0.0028871391076115485,0.37939902999965136,0.5372169814016441,4,4,2.8266553600452265E-4,9606,Homo sapiens,"H3C6","","R-HSA-212263;R-HSA-212222;R-HSA-212269;R-HSA-212252"
R-HSA-3899300,"SUMOylation of transcription cofactors",1,44,0.0028871391076115485,0.37939902999965136,0.5372169814016441,1,27,0.0019079923680305278,9606,Homo sapiens,"DDX17","","R-HSA-3900047"
R-HSA-427359,"SIRT1 negatively regulates rRNA expression",1,45,0.002952755905511811,0.38610135749042573,0.5372169814016441,3,5,3.5333192000565333E-4,9606,Homo sapiens,"H3C6","","R-HSA-427527;R-HSA-427514;R-HSA-427528"
R-HSA-193775,"Synthesis of bile acids and bile salts via 24-hydroxycholesterol",1,45,0.002952755905511811,0.38610135749042573,0.5372169814016441,1,28,0.0019786587520316586,9606,Homo sapiens,"HSD3B7","","R-HSA-193789"
R-HSA-5693567,"HDR through Homologous Recombination (HRR) or Single Strand Annealing (SSA)",2,124,0.008136482939632546,0.3886549318288519,0.5372169814016441,3,44,0.003109320896049749,9606,Homo sapiens,"ERCC1;SLX1A","","R-HSA-5693584;R-HSA-5686657;R-HSA-5686475"
R-HSA-167200,"Formation of HIV-1 elongation complex containing HIV-1 Tat",1,46,0.0030183727034120734,0.39273173557806385,0.5372169814016441,4,5,3.5333192000565333E-4,9606,Homo sapiens,"POLR2E","","R-HSA-170706;R-HSA-170704;R-HSA-167191;R-HSA-167196"
R-HSA-5617833,"Cilium Assembly",3,210,0.013779527559055118,0.39745735185552034,0.5372169814016441,18,50,0.003533319200056533,9606,Homo sapiens,"IFT27;CSNK1E;LZTFL1","","R-HSA-5624949;R-HSA-5626228;R-HSA-5625424;R-HSA-5626227;R-HSA-5625426;R-HSA-5617820;R-HSA-5624127;R-HSA-5626681;R-HSA-5617816;R-HSA-5624952;R-HSA-5638009;R-HSA-5624129;R-HSA-5617825;R-HSA-5625421;R-HSA-5626220;R-HSA-5626223;R-HSA-5625416;R-HSA-5626699"
R-HSA-167152,"Formation of HIV elongation complex in the absence of HIV Tat",1,47,0.003083989501312336,0.3992909319792115,0.5372169814016441,2,2,1.4133276800226132E-4,9606,Homo sapiens,"POLR2E","","R-HSA-167077;R-HSA-167084"
R-HSA-167169,"HIV Transcription Elongation",1,47,0.003083989501312336,0.3992909319792115,0.5372169814016441,14,15,0.00105999576001696,9606,Homo sapiens,"POLR2E","","R-HSA-167072;R-HSA-167147;R-HSA-167083;R-HSA-167087;R-HSA-167181;R-HSA-167085;R-HSA-170706;R-HSA-170704;R-HSA-167089;R-HSA-167478;R-HSA-167191;R-HSA-167192;R-HSA-167196;R-HSA-167197"
R-HSA-167246,"Tat-mediated elongation of the HIV-1 transcript",1,47,0.003083989501312336,0.3992909319792115,0.5372169814016441,7,8,5.653310720090453E-4,9606,Homo sapiens,"POLR2E","","R-HSA-170706;R-HSA-170704;R-HSA-167191;R-HSA-167192;R-HSA-167196;R-HSA-167197;R-HSA-167181"
R-HSA-451927,"Interleukin-2 family signaling",1,47,0.003083989501312336,0.3992909319792115,0.5372169814016441,44,59,0.004169316656066709,9606,Homo sapiens,"JAK1","","R-HSA-8985929;R-HSA-8983371;R-HSA-912527;R-HSA-452100;R-HSA-508292;R-HSA-8983309;R-HSA-8983374;R-HSA-452097;R-HSA-8983425;R-HSA-450063;R-HSA-8983424;R-HSA-8983299;R-HSA-452108;R-HSA-8983298;R-HSA-9006850;R-HSA-8983300;R-HSA-8985988;R-HSA-508247;R-HSA-9006873;R-HSA-8983384;R-HSA-913374;R-HSA-9005980;R-HSA-8983378;R-HSA-452122;R-HSA-449115;R-HSA-913424;R-HSA-8963734;R-HSA-9006870;R-HSA-451942;R-HSA-919404;R-HSA-8985900;R-HSA-8983394;R-HSA-450027;R-HSA-9011748;R-HSA-9009700;R-HSA-8983335;R-HSA-453111;R-HSA-8985914;R-HSA-9006844;R-HSA-453104;R-HSA-451900;R-HSA-8985973;R-HSA-508282;R-HSA-452091"
R-HSA-73779,"RNA Polymerase II Transcription Pre-Initiation And Promoter Opening",1,47,0.003083989501312336,0.3992909319792115,0.5372169814016441,3,5,3.5333192000565333E-4,9606,Homo sapiens,"POLR2E","","R-HSA-109639;R-HSA-75095;R-HSA-109638"
R-HSA-5696395,"Formation of Incision Complex in GG-NER",1,47,0.003083989501312336,0.3992909319792115,0.5372169814016441,3,10,7.066638400113067E-4,9606,Homo sapiens,"ERCC1","","R-HSA-109955;R-HSA-5696465;R-HSA-5690991"
R-HSA-427389,"ERCC6 (CSB) and EHMT2 (G9a) positively regulate rRNA expression",1,48,0.0031496062992125984,0.40577970626851345,0.5372169814016441,2,4,2.8266553600452265E-4,9606,Homo sapiens,"H3C6","","R-HSA-427383;R-HSA-427336"
R-HSA-9670095,"Inhibition of DNA recombination at telomere",1,48,0.0031496062992125984,0.40577970626851345,0.5372169814016441,1,4,2.8266553600452265E-4,9606,Homo sapiens,"POLR2E","","R-HSA-9670149"
R-HSA-9607240,"FLT3 Signaling",1,48,0.0031496062992125984,0.40577970626851345,0.5372169814016441,2,43,0.0030386545120486184,9606,Homo sapiens,"SOCS2","","R-HSA-9706354;R-HSA-9706328"
R-HSA-5693538,"Homology Directed Repair",2,130,0.00853018372703412,0.4113477842738731,0.5372169814016441,3,52,0.0036746519680587943,9606,Homo sapiens,"ERCC1;SLX1A","","R-HSA-5693584;R-HSA-5686657;R-HSA-5686475"
R-HSA-167162,"RNA Polymerase II HIV Promoter Escape",1,49,0.003215223097112861,0.4121988099644788,0.5372169814016441,9,9,6.359974560101759E-4,9606,Homo sapiens,"POLR2E","","R-HSA-167474;R-HSA-9613490;R-HSA-167136;R-HSA-167121;R-HSA-9613498;R-HSA-167115;R-HSA-167113;R-HSA-167468;R-HSA-167117"
R-HSA-167161,"HIV Transcription Initiation",1,49,0.003215223097112861,0.4121988099644788,0.5372169814016441,4,4,2.8266553600452265E-4,9606,Homo sapiens,"POLR2E","","R-HSA-167477;R-HSA-167130;R-HSA-167134;R-HSA-167118"
R-HSA-75953,"RNA Polymerase II Transcription Initiation",1,49,0.003215223097112861,0.4121988099644788,0.5372169814016441,3,3,2.1199915200339198E-4,9606,Homo sapiens,"POLR2E","","R-HSA-75861;R-HSA-75864;R-HSA-75866"
R-HSA-5625886,"Activated PKN1 stimulates transcription of AR (androgen receptor) regulated genes KLK2 and KLK3",1,49,0.003215223097112861,0.4121988099644788,0.5372169814016441,8,11,7.773302240124373E-4,9606,Homo sapiens,"H3C6","","R-HSA-5625797;R-HSA-5625796;R-HSA-5625774;R-HSA-5625870;R-HSA-5625849;R-HSA-5625784;R-HSA-5625848;R-HSA-5625883"
R-HSA-9007101,"Rab regulation of trafficking",2,131,0.008595800524934383,0.4150904669732294,0.5372169814016441,2,35,0.0024733234400395733,9606,Homo sapiens,"GGA1;OPTN","","R-HSA-8854182;R-HSA-8854222"
R-HSA-512988,"Interleukin-3, Interleukin-5 and GM-CSF signaling",1,50,0.0032808398950131233,0.4185489866143388,0.5372169814016441,6,38,0.002685322592042965,9606,Homo sapiens,"JAK1","","R-HSA-508247;R-HSA-453111;R-HSA-912527;R-HSA-913374;R-HSA-453104;R-HSA-913424"
R-HSA-73776,"RNA Polymerase II Promoter Escape",1,51,0.0033464566929133858,0.42483097187811336,0.5372169814016441,7,7,4.946646880079147E-4,9606,Homo sapiens,"POLR2E","","R-HSA-75873;R-HSA-111264;R-HSA-76576;R-HSA-9613494;R-HSA-75850;R-HSA-9613497;R-HSA-75869"
R-HSA-442660,"Na+/Cl- dependent neurotransmitter transporters",1,51,0.0033464566929133858,0.42483097187811336,0.5372169814016441,1,15,0.00105999576001696,9606,Homo sapiens,"SLC6A20","","R-HSA-352052"
R-HSA-9710421,"Defective pyroptosis",1,52,0.0034120734908136482,0.43104549361179567,0.5372169814016441,1,3,2.1199915200339198E-4,9606,Homo sapiens,"H3C6","","R-HSA-9710490"
R-HSA-76042,"RNA Polymerase II Transcription Initiation And Promoter Clearance",1,53,0.0034776902887139107,0.4371932719495697,0.5372169814016441,11,11,7.773302240124373E-4,9606,Homo sapiens,"POLR2E","","R-HSA-75873;R-HSA-111264;R-HSA-76576;R-HSA-75861;R-HSA-9613494;R-HSA-75864;R-HSA-75866;R-HSA-75850;R-HSA-9613497;R-HSA-75949;R-HSA-75869"
R-HSA-72165,"mRNA Splicing - Minor Pathway",1,54,0.003543307086614173,0.4432750193852726,0.5372169814016441,5,5,3.5333192000565333E-4,9606,Homo sapiens,"POLR2E","","R-HSA-75079;R-HSA-75081;R-HSA-75080;R-HSA-75083;R-HSA-75082"
R-HSA-72695,"Formation of the ternary complex, and subsequently, the 43S complex",1,54,0.003543307086614173,0.4432750193852726,0.5372169814016441,1,3,2.1199915200339198E-4,9606,Homo sapiens,"EIF3L","","R-HSA-72691"
R-HSA-5357905,"Regulation of TNFR1 signaling",1,54,0.003543307086614173,0.4432750193852726,0.5372169814016441,1,39,0.002755988976044096,9606,Homo sapiens,"OPTN","","R-HSA-9793680"
R-HSA-2299718,"Condensation of Prophase Chromosomes",1,55,0.0036089238845144356,0.44929144085294037,0.5372169814016441,8,10,7.066638400113067E-4,9606,Homo sapiens,"H3C6","","R-HSA-2245218;R-HSA-2288097;R-HSA-2301205;R-HSA-2294580;R-HSA-2172678;R-HSA-2294600;R-HSA-2294574;R-HSA-2294590"
R-HSA-3214858,"RMTs methylate histone arginines",1,55,0.0036089238845144356,0.44929144085294037,0.5372169814016441,8,22,0.0015546604480248746,9606,Homo sapiens,"H3C6","","R-HSA-5205822;R-HSA-5218952;R-HSA-5205799;R-HSA-5661117;R-HSA-5229010;R-HSA-5225602;R-HSA-5225649;R-HSA-5205824"
R-HSA-6781823,"Formation of TC-NER Pre-Incision Complex",1,56,0.003674540682414698,0.45524323380657006,0.5372169814016441,7,7,4.946646880079147E-4,9606,Homo sapiens,"POLR2E","","R-HSA-6782069;R-HSA-6782004;R-HSA-6781840;R-HSA-6781824;R-HSA-6781867;R-HSA-6781818;R-HSA-6781833"
R-HSA-5620924,"Intraflagellar transport",1,56,0.003674540682414698,0.45524323380657006,0.5372169814016441,8,12,8.479966080135679E-4,9606,Homo sapiens,"IFT27","","R-HSA-5624949;R-HSA-5617825;R-HSA-5625424;R-HSA-5625426;R-HSA-5625421;R-HSA-5617820;R-HSA-5624952;R-HSA-5625416"
R-HSA-9031628,"NGF-stimulated transcription",1,56,0.003674540682414698,0.45524323380657006,0.5372169814016441,2,37,0.0026146562080418346,9606,Homo sapiens,"FOSB","","R-HSA-9031624;R-HSA-9031575"
R-HSA-5620920,"Cargo trafficking to the periciliary membrane",1,57,0.0037401574803149606,0.461131088298945,0.5372169814016441,2,27,0.0019079923680305278,9606,Homo sapiens,"LZTFL1","","R-HSA-5624129;R-HSA-5624127"
R-HSA-380108,"Chemokine receptors bind chemokines",1,57,0.0037401574803149606,0.461131088298945,0.5372169814016441,1,19,0.0013426612960214825,9606,Homo sapiens,"CCR9","","R-HSA-373074"
R-HSA-912446,"Meiotic recombination",1,58,0.003805774278215223,0.46695568705973567,0.5372169814016441,1,9,6.359974560101759E-4,9606,Homo sapiens,"H3C6","","R-HSA-1214188"
R-HSA-5655253,"Signaling by FGFR2 in disease",1,58,0.003805774278215223,0.46695568705973567,0.5372169814016441,1,28,0.0019786587520316586,9606,Homo sapiens,"POLR2E","","R-HSA-8851710"
R-HSA-9013409,"RHOJ GTPase cycle",1,59,0.0038713910761154855,0.4727177055727205,0.5372169814016441,1,3,2.1199915200339198E-4,9606,Homo sapiens,"CDC42EP1","","R-HSA-9017507"
R-HSA-202433,"Generation of second messenger molecules",1,59,0.0038713910761154855,0.4727177055727205,0.5372169814016441,1,17,0.0012013285280192212,9606,Homo sapiens,"VASP","","R-HSA-430201"
R-HSA-112382,"Formation of RNA Pol II elongation complex ",1,60,0.003937007874015748,0.47841781215225687,0.5372169814016441,2,2,1.4133276800226132E-4,9606,Homo sapiens,"POLR2E","","R-HSA-112379;R-HSA-112381"
R-HSA-69206,"G1/S Transition",2,150,0.00984251968503937,0.48377967802333144,0.5372169814016441,8,61,0.004310649424068971,9606,Homo sapiens,"FOSB;MCM10","","R-HSA-68960;R-HSA-68914;R-HSA-8961915;R-HSA-68917;R-HSA-68916;R-HSA-68919;R-HSA-68918;R-HSA-68940"
R-HSA-75955,"RNA Polymerase II Transcription Elongation",1,61,0.0040026246719160104,0.48405666801885294,0.5372169814016441,8,8,5.653310720090453E-4,9606,Homo sapiens,"POLR2E","","R-HSA-112385;R-HSA-113412;R-HSA-112379;R-HSA-113402;R-HSA-112381;R-HSA-112396;R-HSA-113407;R-HSA-112383"
R-HSA-8866654,"E3 ubiquitin ligases ubiquitinate target proteins",1,61,0.0040026246719160104,0.48405666801885294,0.5372169814016441,2,16,0.0011306621440180906,9606,Homo sapiens,"RNF40","","R-HSA-8942099;R-HSA-8942101"
